,gender,age,occupation,interest,purchase,products,money_spent,fashion_segments,customer_decision:_price,customer_decision:_style,customer_decision:_quality,customer_decision:_brand,customer_decision:_comfort,customer_decision:_sustainability,brand_familiarity:_ausweichoption_(negativ)_oder_anzahl_ausgewählter_optionen,brand_familiarity:_zara,brand_familiarity:_h&m,brand_familiarity:_adidas,brand_familiarity:_patagonia,brand_familiarity:_uniqlo,brand_familiarity:_weekday,brand_familiarity:_all_of_them,interest.1,industries,information,price_relevance,sustainable_option,transparency,recycle_:_ausweichoption_(negativ)_oder_anzahl_ausgewählter_optionen,recycle_:_recycling/upcycling_of_clothing,recycle_:_purchasing_second-hand/vintage_clothing,recycle_:_purchasing_sustainable_clothing,recycle_:_none,sustainable_brands:_[01],preference,budget
66,2,2.0,3.0,2.0,1.0,4.0,1.0,3.0,1.0,2.0,3.0,2.0,1.0,2.0,4.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,3.0,6.0,1.0,4.0,6.0,1.0,1.0,2.0,1.0,1.0,1.0,timberland,4.0,3.0
67,"2,3,4,1,1,3,1,2,3,3,1,4,1,3,4,2,2,2,2,1,1,1,4,1,2,4,1,5,1,1,2,1,1,1,""Old Navy, Declathon"",3,2,,,,,,,,,,,,",109.0,70.0,152.0,127.0,79.0,96.0,76.0,88.0,93.0,83.0,77.0,86.0,84.0,62.0,137.0,132.0,126.0,126.0,127.0,174.0,164.0,101.0,66.0,116.0,80.0,85.0,141.0,119.0,103.0,104.0,134.0,169.0,other,60.0,75.0
68,"1,3,5,1,2,1,2,2,1,1,2,4,2,4,4,2,2,2,1,2,1,1,3,4,2,4,1,2,1,1,1,2,1,1,""H&M, Cocccinelli,"",4,5,,,,,,,,,,,,",109.0,70.0,152.0,127.0,79.0,96.0,76.0,88.0,93.0,83.0,77.0,86.0,84.0,62.0,137.0,132.0,126.0,126.0,127.0,174.0,164.0,101.0,66.0,116.0,80.0,85.0,141.0,119.0,103.0,104.0,134.0,169.0,other,60.0,75.0
69,1,4.0,2.0,1.0,1.0,3.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,3.0,4.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,3.0,5.0,2.0,3.0,7.0,1.0,3.0,2.0,2.0,2.0,1.0,other,4.0,4.0
70,2,2.0,4.0,1.0,2.0,2.0,3.0,3.0,2.0,2.0,1.0,3.0,3.0,3.0,4.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,3.0,3.0,2.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,levis,6.0,4.0
71,1,3.0,4.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,4.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,5.0,2.0,3.0,5.0,2.0,1.0,2.0,1.0,1.0,1.0,other,4.0,4.0
72,1,2.0,3.0,1.0,1.0,3.0,1.0,2.0,2.0,2.0,1.0,3.0,3.0,2.0,4.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,3.0,6.0,1.0,1.0,2.0,1.0,1.0,1.0,other,3.0,4.0
73,1,3.0,4.0,1.0,1.0,3.0,2.0,3.0,2.0,1.0,2.0,3.0,2.0,2.0,4.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,3.0,3.0,2.0,4.0,5.0,1.0,1.0,1.0,1.0,2.0,1.0,zara jcrew  anthropology,4.0,4.0
74,1,4.0,2.0,1.0,1.0,4.0,2.0,3.0,1.0,2.0,1.0,4.0,2.0,1.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,3.0,5.0,1.0,1.0,2.0,1.0,1.0,1.0,other,4.0,5.0
75,2,3.0,4.0,1.0,1.0,3.0,1.0,3.0,2.0,2.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,4.0,3.0,1.0,3.0,6.0,1.0,2.0,2.0,1.0,2.0,1.0,patagonia,1.0,4.0
76,"1,3,4,2,1,4,1,1,1,1,1,3,1,3,4,2,2,2,1,2,1,1,3,5,2,4,2,1,1,1,2,1,1,1,""Zara,max mara, addieas"",3,3,,,,,,,,,,,,",109.0,70.0,152.0,127.0,79.0,96.0,76.0,88.0,93.0,83.0,77.0,86.0,84.0,62.0,137.0,132.0,126.0,126.0,127.0,174.0,164.0,101.0,66.0,116.0,80.0,85.0,141.0,119.0,103.0,104.0,134.0,169.0,other,60.0,75.0
77,2,3.0,4.0,1.0,1.0,3.0,3.0,3.0,2.0,1.0,2.0,2.0,2.0,3.0,4.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,3.0,3.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,boss,5.0,4.0
78,2,3.0,2.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,3.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,4.0,5.0,2.0,1.0,2.0,1.0,1.0,1.0,other,2.0,4.0
79,2,3.0,4.0,2.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,3.0,2.0,2.0,3.0,6.0,1.0,1.0,1.0,1.0,2.0,1.0,tesla,4.0,5.0
80,2,3.0,3.0,1.0,3.0,4.0,1.0,2.0,2.0,2.0,1.0,3.0,1.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,4.0,3.0,1.0,3.0,6.0,1.0,1.0,1.0,1.0,2.0,1.0,other,2.0,4.0
81,2,3.0,4.0,1.0,1.0,4.0,2.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,4.0,4.0,1.0,4.0,5.0,3.0,1.0,2.0,1.0,1.0,1.0,adidas,2.0,3.0
82,2,3.0,3.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,3.0,2.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,1.0,3.0,6.0,3.0,0.0,1.0,1.0,1.0,1.0,other,4.0,3.0
83,1,2.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,2.0,3.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,5.0,1.0,5.0,5.0,1.0,1.0,1.0,2.0,1.0,1.0,levis,4.0,4.0
84,1,3.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,3.0,5.0,2.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,columbia,6.0,4.0
85,1,2.0,1.0,1.0,1.0,4.0,1.0,2.0,3.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,4.0,1.0,1.0,2.0,9.0,1.0,1.0,1.0,1.0,2.0,1.0,armed angels,4.0,4.0
86,1,4.0,3.0,2.0,1.0,4.0,1.0,3.0,,2.0,1.0,4.0,1.0,3.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,101.0,4.0,1.0,4.0,2.0,141.0,1.0,1.0,2.0,1.0,1.0,other,1.0,4.0
87,2,3.0,4.0,2.0,1.0,3.0,1.0,1.0,2.0,2.0,1.0,3.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,1.0,4.0,5.0,1.0,1.0,1.0,1.0,2.0,1.0,other,1.0,3.0
88,2,2.0,4.0,1.0,2.0,4.0,3.0,4.0,2.0,2.0,1.0,3.0,2.0,3.0,5.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,3.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,other,3.0,3.0
89,1,2.0,4.0,1.0,3.0,1.0,5.0,3.0,3.0,2.0,2.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,other,1.0,5.0
90,2,3.0,5.0,1.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,4.0,5.0,1.0,1.0,1.0,1.0,1.0,2.0,tommy  levis adidas nike puma,5.0,1.0
91,2,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,3.0,5.0,1.0,1.0,2.0,1.0,1.0,1.0,h&m,4.0,5.0
92,1,3.0,4.0,2.0,1.0,4.0,2.0,3.0,1.0,1.0,1.0,4.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,4.0,3.0,2.0,4.0,5.0,1.0,3.0,2.0,2.0,2.0,1.0,other,4.0,3.0
93,2,3.0,4.0,1.0,1.0,4.0,2.0,3.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,4.0,3.0,2.0,4.0,6.0,1.0,3.0,2.0,2.0,2.0,1.0,other,4.0,4.0
94,2,2.0,4.0,2.0,3.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,4.0,3.0,1.0,5.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,other,4.0,5.0
95,2,2.0,2.0,2.0,1.0,4.0,1.0,3.0,3.0,3.0,1.0,2.0,2.0,3.0,4.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0,2.0,4.0,5.0,1.0,1.0,1.0,1.0,1.0,2.0,other,4.0,5.0
96,1,2.0,1.0,1.0,2.0,3.0,1.0,2.0,2.0,1.0,3.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,other,4.0,5.0
97,2,2.0,1.0,1.0,1.0,3.0,2.0,3.0,2.0,1.0,1.0,3.0,1.0,2.0,4.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,4.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,other,5.0,5.0
98,2,2.0,4.0,2.0,1.0,3.0,1.0,3.0,2.0,1.0,1.0,2.0,1.0,2.0,5.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,66.0,2.0,80.0,85.0,2.0,2.0,2.0,2.0,1.0,1.0,other,4.0,5.0
99,2,2.0,4.0,2.0,1.0,3.0,1.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,4.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,4.0,2.0,3.0,6.0,2.0,2.0,2.0,2.0,1.0,1.0,h&m,4.0,4.0
100,2,2.0,4.0,2.0,1.0,4.0,1.0,2.0,3.0,1.0,1.0,4.0,2.0,1.0,4.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,4.0,3.0,1.0,4.0,7.0,1.0,1.0,1.0,2.0,1.0,1.0,other,4.0,4.0
101,1,2.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,1.0,1.0,4.0,1.0,2.0,4.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,3.0,4.0,1.0,4.0,6.0,1.0,2.0,1.0,2.0,2.0,1.0,other,6.0,4.0
102,2,2.0,4.0,2.0,1.0,3.0,1.0,2.0,4.0,2.0,3.0,1.0,3.0,4.0,4.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,other,2.0,4.0
103,1,2.0,4.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,3.0,1.0,3.0,3.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,3.0,2.0,4.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,natura,2.0,5.0
104,2,2.0,1.0,2.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,4.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,2.0,4.0,5.0,1.0,2.0,1.0,2.0,2.0,1.0,other,1.0,4.0
105,1,2.0,3.0,1.0,2.0,4.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,5.0,2.0,3.0,5.0,1.0,1.0,2.0,1.0,1.0,1.0,other,2.0,3.0
106,1,2.0,4.0,1.0,1.0,4.0,2.0,2.0,2.0,3.0,1.0,4.0,3.0,4.0,5.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,6.0,2.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,other,4.0,2.0
107,1,2.0,1.0,1.0,3.0,1.0,5.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,other,5.0,4.0
108,1,3.0,4.0,1.0,1.0,4.0,1.0,2.0,2.0,2.0,1.0,3.0,1.0,4.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,6.0,2.0,5.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,other,4.0,5.0
109,"1,2,3,1,2,3,2,3,1,2,1,1,1,1,5,2,2,2,2,2,1,1,3,1,1,4,1,6,1,2,2,1,2,1,""ecoology , ecoalf"",4,5,,,,,,,,,,,,",109.0,70.0,152.0,127.0,79.0,96.0,76.0,88.0,93.0,83.0,77.0,86.0,84.0,62.0,137.0,132.0,126.0,126.0,127.0,174.0,164.0,101.0,66.0,116.0,80.0,85.0,141.0,119.0,103.0,104.0,134.0,169.0,other,60.0,75.0
110,2,2.0,4.0,1.0,1.0,4.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,4.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,5.0,5.0,1.0,2.0,2.0,2.0,1.0,1.0,hibuy,1.0,5.0
111,1,3.0,4.0,1.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,5.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,5.0,1.0,1.0,2.0,1.0,1.0,1.0,h&m,1.0,3.0
112,"2,2,1,1,1,4,2,3,2,1,1,2,1,1,4,2,2,2,2,1,1,1,4,3,1,4,1,9,1,1,2,1,1,1,""Adidas, Puma, Express"",4,4,,,,,,,,,,,,",109.0,70.0,152.0,127.0,79.0,96.0,76.0,88.0,93.0,83.0,77.0,86.0,84.0,62.0,137.0,132.0,126.0,126.0,127.0,174.0,164.0,101.0,66.0,116.0,80.0,85.0,141.0,119.0,103.0,104.0,134.0,169.0,other,60.0,75.0
113,1,3.0,4.0,1.0,1.0,3.0,1.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,4.0,3.0,2.0,3.0,5.0,3.0,1.0,1.0,1.0,1.0,2.0,polo,3.0,1.0
114,2,2.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,1.0,2.0,6.0,1.0,1.0,1.0,1.0,2.0,1.0,armed angels,4.0,4.0
115,1,2.0,3.0,1.0,1.0,4.0,1.0,2.0,2.0,3.0,1.0,4.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,3.0,1.0,3.0,5.0,1.0,2.0,2.0,2.0,1.0,1.0,zara,1.0,4.0
116,2,2.0,4.0,2.0,1.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,2.0,3.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,2.0,5.0,1.0,1.0,1.0,1.0,2.0,1.0,other,1.0,4.0
117,2,2.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,80.0,5.0,1.0,2.0,2.0,1.0,2.0,1.0,other,3.0,3.0
118,1,3.0,3.0,1.0,1.0,3.0,1.0,2.0,1.0,3.0,3.0,3.0,1.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,3.0,5.0,2.0,1.0,2.0,1.0,1.0,1.0,other,4.0,1.0
119,1,3.0,3.0,2.0,1.0,3.0,1.0,2.0,3.0,1.0,3.0,3.0,1.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,3.0,5.0,2.0,0.0,1.0,1.0,1.0,1.0,other,4.0,3.0
120,1,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,4.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,3.0,3.0,2.0,5.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,other,4.0,3.0
121,1,2.0,3.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,3.0,2.0,2.0,3.0,4.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,4.0,2.0,1.0,4.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,zara,3.0,5.0
122,1,2.0,4.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,4.0,2.0,3.0,4.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,4.0,2.0,2.0,3.0,5.0,1.0,1.0,2.0,1.0,1.0,1.0,too faced,1.0,4.0
123,1,2.0,4.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,4.0,2.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,2.0,3.0,5.0,1.0,0.0,1.0,1.0,1.0,1.0,other,6.0,3.0
124,2,3.0,3.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,5.0,2.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,other,1.0,3.0
125,1,3.0,4.0,1.0,1.0,4.0,1.0,2.0,2.0,3.0,1.0,3.0,1.0,2.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,5.0,2.0,3.0,6.0,1.0,2.0,2.0,1.0,2.0,1.0,h&m,1.0,2.0
126,1,3.0,4.0,1.0,2.0,4.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,5.0,1.0,4.0,5.0,1.0,1.0,2.0,1.0,1.0,1.0,other,1.0,3.0
127,1,3.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,5.0,2.0,3.0,6.0,1.0,1.0,2.0,1.0,1.0,1.0,other,1.0,3.0
128,1,1.0,1.0,2.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,4.0,2.0,2.0,4.0,7.0,1.0,2.0,2.0,2.0,1.0,1.0,other,4.0,4.0
129,1,2.0,1.0,1.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,7.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,3.0,1.0,5.0,5.0,1.0,3.0,2.0,2.0,2.0,1.0,organic basics,4.0,5.0
130,2,4.0,2.0,1.0,1.0,4.0,1.0,1.0,1.0,2.0,4.0,2.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,5.0,2.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,focus green (colombia),3.0,3.0
131,1,3.0,4.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,4.0,3.0,2.0,4.0,5.0,1.0,1.0,1.0,1.0,2.0,1.0,el natura lista,4.0,3.0
132,2,3.0,4.0,1.0,2.0,4.0,1.0,2.0,4.0,1.0,1.0,4.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,3.0,6.0,2.0,1.0,2.0,1.0,1.0,1.0,other,6.0,3.0
133,1,3.0,3.0,2.0,1.0,3.0,1.0,2.0,1.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,4.0,2.0,3.0,5.0,2.0,1.0,2.0,1.0,1.0,1.0,other,7.0,3.0
134,1,3.0,3.0,2.0,1.0,3.0,1.0,2.0,1.0,2.0,2.0,3.0,2.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,1.0,3.0,6.0,2.0,0.0,1.0,1.0,1.0,1.0,other,6.0,3.0
