,gender,age,occupation,interest,purchase,products,money_spent,fashion_segments,customer_decision:_price,customer_decision:_style,customer_decision:_quality,customer_decision:_brand,customer_decision:_comfort,customer_decision:_sustainability,brand_familiarity:_ausweichoption_(negativ)_oder_anzahl_ausgewählter_optionen,brand_familiarity:_zara,brand_familiarity:_h&m,brand_familiarity:_adidas,brand_familiarity:_patagonia,brand_familiarity:_uniqlo,brand_familiarity:_weekday,brand_familiarity:_all_of_them,interest.1,industries,information,price_relevance,sustainable_option,transparency,recycle_:_ausweichoption_(negativ)_oder_anzahl_ausgewählter_optionen,recycle_:_recycling/upcycling_of_clothing,recycle_:_purchasing_second-hand/vintage_clothing,recycle_:_purchasing_sustainable_clothing,recycle_:_none,sustainable_brands:_[01],preference,budget
135,2,4.0,2.0,1.0,1.0,4.0,1.0,1.0,1.0,3.0,2.0,4.0,2.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,5.0,2.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,focus-green,3.0,3.0
136,1,2.0,1.0,1.0,1.0,4.0,1.0,2.0,1.0,2.0,2.0,3.0,2.0,3.0,5.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,1.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,other,2.0,5.0
137,1,3.0,4.0,1.0,4.0,4.0,2.0,1.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,6.0,2.0,1.0,1.0,2.0,1.0,1.0,other,3.0,3.0
138,1,2.0,4.0,1.0,2.0,4.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,4.0,6.0,1.0,1.0,1.0,2.0,1.0,1.0,a lot less,4.0,5.0
139,1,2.0,1.0,1.0,2.0,4.0,2.0,2.0,1.0,1.0,1.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,4.0,2.0,4.0,5.0,1.0,1.0,2.0,1.0,1.0,1.0,other,4.0,5.0
140,1,3.0,4.0,1.0,4.0,4.0,3.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,5.0,5.0,1.0,3.0,2.0,2.0,2.0,1.0,other,7.0,4.0
141,1,2.0,4.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,4.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,3.0,6.0,1.0,1.0,2.0,1.0,1.0,1.0,other,4.0,5.0
142,2,3.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,2.0,1.0,3.0,2.0,2.0,2.0,1.0,other,1.0,3.0
143,1,3.0,4.0,1.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,1.0,3.0,5.0,3.0,1.0,2.0,1.0,1.0,1.0,other,1.0,3.0
144,1,2.0,1.0,1.0,4.0,1.0,5.0,3.0,3.0,1.0,1.0,2.0,1.0,3.0,5.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,7.0,1.0,1.0,2.0,1.0,1.0,1.0,rothys,1.0,3.0
145,2,3.0,4.0,2.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,4.0,2.0,1.0,4.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,3.0,5.0,2.0,4.0,5.0,1.0,1.0,2.0,1.0,1.0,1.0,other,4.0,5.0
146,1,3.0,4.0,1.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,7.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,1.0,1.0,4.0,6.0,1.0,3.0,2.0,2.0,2.0,1.0,other,6.0,4.0
147,1,2.0,4.0,1.0,1.0,3.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,4.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,3.0,6.0,2.0,3.0,5.0,1.0,1.0,1.0,2.0,1.0,1.0,other,4.0,3.0
148,2,3.0,4.0,1.0,2.0,4.0,3.0,4.0,3.0,2.0,1.0,1.0,1.0,4.0,4.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,3.0,1.0,2.0,3.0,6.0,2.0,1.0,2.0,1.0,1.0,1.0,other,4.0,5.0
149,1,3.0,4.0,1.0,2.0,3.0,3.0,3.0,2.0,1.0,1.0,2.0,1.0,2.0,4.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,3.0,5.0,2.0,3.0,5.0,1.0,1.0,2.0,1.0,1.0,1.0,other,4.0,3.0
150,1,3.0,3.0,1.0,4.0,4.0,2.0,3.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,4.0,5.0,2.0,1.0,1.0,2.0,1.0,1.0,other,7.0,3.0
151,1,2.0,3.0,1.0,1.0,3.0,2.0,2.0,1.0,2.0,1.0,4.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,3.0,3.0,2.0,4.0,6.0,1.0,3.0,2.0,2.0,2.0,1.0,humana,4.0,5.0
152,1,3.0,3.0,1.0,2.0,3.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,116.0,3.0,5.0,1.0,1.0,1.0,2.0,1.0,1.0,other,1.0,3.0
153,1,2.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,2.0,2.0,3.0,1.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,4.0,5.0,1.0,2.0,2.0,2.0,1.0,1.0,other,3.0,5.0
154,1,1.0,1.0,1.0,2.0,4.0,2.0,4.0,2.0,1.0,3.0,4.0,1.0,2.0,4.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,3.0,3.0,2.0,4.0,6.0,1.0,1.0,2.0,1.0,1.0,1.0,other,4.0,5.0
155,2,2.0,4.0,1.0,1.0,3.0,1.0,1.0,2.0,2.0,3.0,2.0,3.0,3.0,4.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,4.0,3.0,2.0,4.0,7.0,1.0,2.0,2.0,1.0,2.0,1.0,toms,1.0,2.0
156,1,2.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,2.0,2.0,4.0,2.0,3.0,4.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,4.0,3.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,other,4.0,5.0
157,2,2.0,1.0,1.0,1.0,4.0,1.0,2.0,2.0,1.0,1.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,2.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,other,4.0,4.0
158,2,2.0,1.0,1.0,1.0,4.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,3.0,5.0,1.0,1.0,2.0,1.0,1.0,1.0,other,1.0,5.0
159,"1,3,2,1,1,2,2,2,4,3,1,2,1,2,3,2,2,1,2,1,1,1,3,1,2,4,1,6,1,1,1,1,2,1,""Occitane, Mango, H&M, Aritzia."",2,4,,,,,,,,,,,,",109.0,70.0,152.0,127.0,79.0,96.0,76.0,88.0,93.0,83.0,77.0,86.0,84.0,62.0,137.0,132.0,126.0,126.0,127.0,174.0,164.0,101.0,66.0,116.0,80.0,85.0,141.0,119.0,103.0,104.0,134.0,169.0,other,60.0,75.0
160,1,3.0,2.0,2.0,2.0,4.0,1.0,1.0,2.0,2.0,1.0,3.0,1.0,1.0,4.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,4.0,3.0,1.0,4.0,5.0,1.0,2.0,2.0,2.0,1.0,1.0,other,4.0,5.0
161,1,2.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,2.0,5.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,4.0,3.0,1.0,5.0,5.0,1.0,1.0,1.0,2.0,1.0,1.0,other,4.0,4.0
162,1,2.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,3.0,4.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,4.0,3.0,1.0,5.0,9.0,1.0,1.0,1.0,2.0,1.0,1.0,other,6.0,5.0
163,1,2.0,3.0,1.0,2.0,3.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,4.0,2.0,1.0,4.0,7.0,1.0,1.0,2.0,1.0,1.0,1.0,other,2.0,4.0
164,"1,2,4,1,2,4,2,2,1,2,2,3,2,3,1,1,1,1,1,1,1,2,3,1,1,4,1,6,1,2,2,1,2,1,""Patagonia, Adidas"",1,4,,,,,,,,,,,,",109.0,70.0,152.0,127.0,79.0,96.0,76.0,88.0,93.0,83.0,77.0,86.0,84.0,62.0,137.0,132.0,126.0,126.0,127.0,174.0,164.0,101.0,66.0,116.0,80.0,85.0,141.0,119.0,103.0,104.0,134.0,169.0,other,60.0,75.0
165,1,2.0,1.0,1.0,2.0,1.0,3.0,2.0,3.0,1.0,3.0,1.0,2.0,3.0,4.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,3.0,2.0,3.0,5.0,1.0,3.0,2.0,2.0,2.0,1.0,other,6.0,4.0
166,1,2.0,1.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,4.0,2.0,2.0,5.0,5.0,1.0,1.0,1.0,2.0,1.0,1.0,adidas,1.0,4.0
167,1,2.0,1.0,1.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,4.0,8.0,2.0,2.0,2.0,2.0,1.0,1.0,converse nike,4.0,4.0
168,1,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,3.0,1.0,2.0,5.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,4.0,6.0,1.0,4.0,5.0,1.0,1.0,1.0,2.0,1.0,1.0,other,4.0,5.0
169,2,2.0,3.0,2.0,3.0,3.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,3.0,4.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,3.0,5.0,2.0,4.0,5.0,1.0,2.0,2.0,1.0,2.0,1.0,other,5.0,5.0
170,1,1.0,3.0,1.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,5.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,3.0,2.0,1.0,5.0,5.0,1.0,3.0,2.0,2.0,2.0,1.0,other,1.0,5.0
171,"2,1,1,1,2,4,3,3,3,2,1,3,2,2,3,2,2,2,1,1,1,1,3,1,1,3,1,5,1,3,2,2,2,1,""Levi's, Adidas, Zara"",5,3,,,,,,,,,,,,",109.0,70.0,152.0,127.0,79.0,96.0,76.0,88.0,93.0,83.0,77.0,86.0,84.0,62.0,137.0,132.0,126.0,126.0,127.0,174.0,164.0,101.0,66.0,116.0,80.0,85.0,141.0,119.0,103.0,104.0,134.0,169.0,other,60.0,75.0
172,1,1.0,1.0,1.0,3.0,3.0,3.0,2.0,1.0,1.0,2.0,3.0,2.0,2.0,7.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,6.0,2.0,3.0,5.0,1.0,3.0,2.0,2.0,2.0,1.0,other,1.0,5.0
173,1,2.0,4.0,1.0,1.0,4.0,2.0,3.0,2.0,1.0,2.0,3.0,1.0,2.0,4.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,4.0,3.0,1.0,4.0,6.0,1.0,2.0,1.0,2.0,2.0,1.0,levis,5.0,5.0
174,1,2.0,1.0,1.0,1.0,3.0,2.0,3.0,3.0,2.0,1.0,3.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,3.0,1.0,4.0,6.0,1.0,3.0,2.0,2.0,2.0,1.0,maje,2.0,4.0
175,1,2.0,1.0,1.0,2.0,3.0,1.0,3.0,1.0,1.0,3.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,holymeshq,2.0,5.0
176,"2,3,4,2,1,3,2,2,3,2,2,4,2,2,4,2,2,2,2,1,1,1,4,2,2,4,1,6,1,1,1,1,2,1,""Veja, Shaping the new Tomorrow"",5,4,,,,,,,,,,,,",109.0,70.0,152.0,127.0,79.0,96.0,76.0,88.0,93.0,83.0,77.0,86.0,84.0,62.0,137.0,132.0,126.0,126.0,127.0,174.0,164.0,101.0,66.0,116.0,80.0,85.0,141.0,119.0,103.0,104.0,134.0,169.0,other,60.0,75.0
177,"1,3,4,1,2,3,3,2,3,2,2,2,1,2,3,2,2,1,1,2,1,1,3,2,2,2,1,7,1,3,2,2,2,1,""hessnatur, waschbär"",4,4,,,,,,,,,,,,",109.0,70.0,152.0,127.0,79.0,96.0,76.0,88.0,93.0,83.0,77.0,86.0,84.0,62.0,137.0,132.0,126.0,126.0,127.0,174.0,164.0,101.0,66.0,116.0,80.0,85.0,141.0,119.0,103.0,104.0,134.0,169.0,other,60.0,75.0
178,2,2.0,4.0,1.0,1.0,2.0,4.0,4.0,2.0,3.0,1.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,4.0,3.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,other,4.0,4.0
179,1,3.0,4.0,2.0,1.0,3.0,1.0,2.0,1.0,3.0,1.0,4.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,4.0,2.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,natura,3.0,4.0
180,2,1.0,1.0,1.0,2.0,3.0,4.0,4.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,6.0,2.0,0.0,1.0,1.0,1.0,1.0,other,4.0,4.0
181,2,2.0,1.0,2.0,4.0,4.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,4.0,6.0,1.0,1.0,2.0,1.0,1.0,1.0,other,4.0,4.0
182,1,2.0,1.0,1.0,2.0,3.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,3.0,4.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,3.0,3.0,2.0,3.0,6.0,1.0,1.0,2.0,1.0,1.0,1.0,patagonia,6.0,5.0
183,1,2.0,4.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,4.0,2.0,4.0,6.0,1.0,1.0,2.0,1.0,1.0,1.0,other,3.0,4.0
184,1,2.0,1.0,1.0,1.0,4.0,1.0,2.0,1.0,2.0,2.0,4.0,2.0,4.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,6.0,2.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,other,1.0,4.0
185,1,2.0,4.0,1.0,2.0,4.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,3.0,5.0,1.0,1.0,1.0,2.0,1.0,1.0,quicksilver,4.0,5.0
186,1,2.0,1.0,1.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,2.0,2.0,5.0,5.0,1.0,3.0,2.0,2.0,2.0,1.0,patagonia,1.0,5.0
187,"2,2,4,1,1,3,2,3,3,1,1,3,2,2,5,2,2,2,2,2,1,1,4,2,1,4,1,9,1,3,2,2,2,1,""Patagonia, Earth Positive, Will's Vegan Shoes"",4,5,,,,,,,,,,,,",109.0,70.0,152.0,127.0,79.0,96.0,76.0,88.0,93.0,83.0,77.0,86.0,84.0,62.0,137.0,132.0,126.0,126.0,127.0,174.0,164.0,101.0,66.0,116.0,80.0,85.0,141.0,119.0,103.0,104.0,134.0,169.0,other,60.0,75.0
188,2,2.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0,3.0,4.0,3.0,5.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,3.0,1.0,3.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,other,3.0,4.0
189,1,2.0,1.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,2.0,3.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,4.0,1.0,1.0,5.0,7.0,1.0,3.0,2.0,2.0,2.0,1.0,underarmour avocadostore,4.0,5.0
190,2,2.0,1.0,1.0,1.0,3.0,2.0,3.0,3.0,1.0,1.0,3.0,2.0,4.0,4.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,3.0,3.0,1.0,2.0,5.0,1.0,1.0,1.0,1.0,1.0,2.0,other,4.0,3.0
191,"1,2,1,1,2,3,1,2,2,1,1,2,1,3,3,2,2,2,1,1,1,1,3,6,2,3,2,5,1,1,1,1,1,2,""Bershka, Zara, Pull & Bear"",1,4,,,,,,,,,,,,",109.0,70.0,152.0,127.0,79.0,96.0,76.0,88.0,93.0,83.0,77.0,86.0,84.0,62.0,137.0,132.0,126.0,126.0,127.0,174.0,164.0,101.0,66.0,116.0,80.0,85.0,141.0,119.0,103.0,104.0,134.0,169.0,other,60.0,75.0
192,1,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,3.0,7.0,1.0,2.0,2.0,2.0,1.0,1.0,other,1.0,4.0
193,2,2.0,4.0,1.0,1.0,4.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,4.0,4.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,3.0,2.0,2.0,3.0,1.0,1.0,3.0,2.0,2.0,2.0,1.0,gap,5.0,4.0
194,1,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,3.0,2.0,3.0,2.0,4.0,4.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,2.0,5.0,6.0,1.0,1.0,1.0,1.0,1.0,2.0,other,5.0,5.0
195,1,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,5.0,2.0,1.0,2.0,1.0,1.0,1.0,h&m,4.0,3.0
196,2,3.0,4.0,1.0,2.0,4.0,3.0,3.0,3.0,1.0,2.0,2.0,1.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,4.0,6.0,1.0,1.0,2.0,1.0,1.0,1.0,other,4.0,4.0
197,1,3.0,3.0,1.0,1.0,4.0,1.0,1.0,1.0,3.0,83.0,3.0,1.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,4.0,5.0,2.0,1.0,1.0,2.0,1.0,1.0,other,1.0,4.0
198,1,3.0,4.0,1.0,2.0,1.0,3.0,4.0,3.0,1.0,1.0,1.0,1.0,3.0,4.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,3.0,1.0,2.0,3.0,5.0,1.0,1.0,1.0,2.0,1.0,1.0,other,4.0,5.0
199,2,1.0,1.0,1.0,2.0,4.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,4.0,8.0,2.0,1.0,1.0,2.0,1.0,1.0,other,1.0,3.0
200,2,2.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0,3.0,4.0,3.0,5.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,3.0,1.0,3.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,other,3.0,4.0
201,1,2.0,1.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,2.0,3.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,4.0,1.0,1.0,5.0,7.0,1.0,3.0,2.0,2.0,2.0,1.0,underarmour avocadostore,6.0,5.0
